"Id Empenho";"Código Empenho";"Código Categoria de Despesa";"Categoria de Despesa";"Código Grupo de Despesa";"Grupo de Despesa";"Código Modalidade de Aplicação";"Modalidade de Aplicação";"Código Elemento de Despesa";"Elemento de Despesa";"Código SubElemento de Despesa";"SubElemento de Despesa";"Descrição";"Quantidade";"Valor Unitário";"Valor Total"
"144104063";"257035000012020NE800031";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"83";"SERVICOS DE COPIAS E REPRODUCAO DE DOCUMENTOS";"PRESTACAO DE SERVICO DE REPROGRAFIA ENVOLVENDO EQUIPAMENTO /                  OPERACAO/SUPRIMENTOS - REPRODUCAO COLORIDA 000023159                          Impressora/impressão colorida.";"1000,00000";"0,13000";"130,00000"
"144104063";"257035000012020NE800031";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"83";"SERVICOS DE COPIAS E REPRODUCAO DE DOCUMENTOS";"PRESTACAO DE SERVICO DE REPROGRAFIA ENVOLVENDO EQUIPAMENTO /                  OPERACAO/SUPRIMENTOS - REPRODUCAO COR PRETA 000023140                         Impressora monocromática. Sendo 1 máquina conforme edital.";"3000,00000";"0,09000";"270,00000"
"144104063";"257035000012020NE800031";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"83";"SERVICOS DE COPIAS E REPRODUCAO DE DOCUMENTOS";"PRESTACAO DE SERVICO DE REPROGRAFIA ENVOLVENDO EQUIPAMENTO /                  OPERACAO/SUPRIMENTOS - REPRODUCAO COR PRETA 000023140                         Impressora monocromática. Sendo 1 máquina conforme edital.";"1000,00000";"0,09000";"90,00000"
"144104063";"257035000012020NE800031";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"83";"SERVICOS DE COPIAS E REPRODUCAO DE DOCUMENTOS";"PRESTACAO DE SERVICO DE REPROGRAFIA ENVOLVENDO EQUIPAMENTO /                  OPERACAO/SUPRIMENTOS - REPRODUCAO COR PRETA 000023140                         Impressora monocromática. Sendo 1 máquina conforme edital.";"2000,00000";"0,09000";"180,00000"
"144104471";"170183000012020NE800020";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"30";"MATERIAL DE CONSUMO";"39";"MATERIAL P/ MANUTENCAO DE VEICULOS";"1,00000 mês                                                                   COMPONENTES DIVERSOS PARA VEÍCULOS                                            COMPONENTES DIVERSOS PARA VEÍCULOS, NOME COMPONENTES DIVERSOS PARA VEÍCULOS.  Foi estimado o valor de R$ 38.880,00 para o fornecimento, num período de 12 (doze) meses e sobre esse valor estimado um desconto percentual que deve ser ofertado pelos licitantes.                                                       MARCA: ORIGINAL  ITEM DO PROCESSO: 00008  ITEM DE MATERIAL: 000192590";"1,00000";"1,00000";"1,00000"
"144203629";"170182000012020NE800004";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"43";"SERVICOS DE ENERGIA ELETRICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120                                                                     Serviços de distribuição e fornecimento de energia elétrica, na estrutura tarifária horária sazonal verde, por um prazo de 12 (doze) meses, prorrogado automaticamente por períodos sucessivos de 12 (doze) meses, para o prédio-sede da Alfândega da Receita Federal do Brasil do Rio Grande/RS.";"1,00000";"1,00000";"1,00000"
"144203646";"170182000012020NE800013";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"78";"LIMPEZA E CONSERVACAO";"PRESTACAO DE SERVICO DE LIMPEZA E CONSERVACAO - OUTRAS                        NECESSIDADES 000024023                                                        Contratação de pessoa jurídica especializada para a prestação de serviços continuados de limpeza, com dedicação exclusiva de mão de obra e fornecimento de material";"1,00000";"1,00000";"1,00000"
"144203652";"170182000012020NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"79";"SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL";"ALMOXARIFE / CONTROLE DE ESTOQUE                                              000014907                                                                     1 (um) posto de Operador de Balança Rodoviária  com prestação dos serviços por 10 (dez) horas diárias de segunda a sexta feira no total de 50 (cinquenta) horas semanais e 250 horas mensais, envolvendo 2 funcionários, sendo que cada funcionário terá jornada de 25 horas semanais e 125 horas mensais, na sede da IRF/CHUI.";"1,00000";"1,00000";"1,00000"
"144203652";"170182000012020NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"79";"SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL";"PRESTACAO DE SERVICOS DE PORTARIA / RECEPCAO                                  000008729                                                                     2 (dois) postos de Portaria com prestação dos serviços por 8 (oito) horas diárias de segunda a sexta feira no total de 40 (quarenta) horas semanais e 200 horas mensais, envolvendo 1 funcionário em cada posto, na sede da IRF/CHUI.";"1,00000";"1,00000";"1,00000"
"144203652";"170182000012020NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"79";"SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL";"PRESTACAO DE SERVICO DE JARDINAGEM - OUTROS SERVICOS - OUTRA                  PRODUTIVIDADE 000024325                                                       1 (um) posto de Jardinagem com prestação dos serviços por 8 (oito) horas diárias de segunda a sexta feira no total de 40 (quarenta) horas e 200 horas mensais, envolvendo 1 funcionário, na sede da IRF/CHUI.";"1,00000";"1,00000";"1,00000"
"144203656";"170184000012020NE800022";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"40";"SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNI";"13";"COMUNICACAO DE DADOS E REDES EM GERAL";"ACESSO A INTERNET VIA CABO                                                    000026484                                                                     Prestação de serviço de Banda Larga Fixa para ponto de acesso à Internet, com velocidade mínima de download de 20 Mbps e 10  dessa velocidade para upload, velocidade mínima de upload, modem (certificado pela Anatel), instalação, serviço de atendimento e sem limitação de tráfego de dados para download e upload para a ARF/Canoas";"1,00000";"0,50000";"0,50000"
"144203714";"170185000012020NE800014";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"16";"MANUTENCAO E CONSERV. DE BENS IMOVEIS";"MANUTENCAO / REFORMA PREDIAL                                                  000001627                                                                     Prestação de serviços continuados de Manutenção Predial, com dedicação exclusiva de mão de obra, para a Delegacia da Receita Federal do Brasil em Santo Ângelo e unidades administrativas subordinadas, envolvendo uma Equipe Residente, com jornada de 220 h/mês, formada pelos seguintes profissionais.01 (um) Oficial Eletricista de Instalações   CBO 7156-15,01 (um) Oficial de Manutenção Predial    CBO 9914-15.01 (um) Oficial Mecânico de Manutenção e Instalação de Aparel";"1,00000";"1,00000";"1,00000"
"144203763";"250030000012020NE800013";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"30";"MATERIAL DE CONSUMO";"25";"MATERIAL P/ MANUTENCAO DE BENS MOVEIS";"0,13333 UNIDADE                                                               PEÇAS E ACESSÓRIOS APARELHO AR CONDICIONADO                                   FORNECIMENTO DE PEÇAS DE AR CONDICIONADO(CONFORME DEMANDA)                    MARCA: SPRINGER/MIDEA  ITEM DO PROCESSO: 00002  ITEM DE MATERIAL: 000194130";"0,13333";"7500,18000";"999,99900"
"144203802";"170179000012020NE800011";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"36";"OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA";"15";"LOCACAO DE IMOVEIS";"LOCACAO DE IMOVEL                                                             000004316";"60,00000";"0,01000";"0,60000"
"144303498";"170184000012020NE000001";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"47";"OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS";"22";"CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA";"EMPENHO PARA ATENDER DESPESAS COM A CONTRIBUIçãO PARA ILUMINAçãO PUBLICA  NO  ANO DE 2020.";"1,00000";"1,00000";"1,00000"
"144303515";"170184000012020NE800018";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"43";"SERVICOS DE ENERGIA ELETRICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120                                                                     Contratação de pessoa jurídica para a prestação de serviços de fornecimento de energia elétrica para o prédio da Delegacia da Receita Federal do Brasil em Novo Hamburgo, com vigência por prazo indeterminado, a ser prestado pela RGE Sul   Rio Grande Energia S/A.";"1,00000";"0,50000";"0,50000"
"144303519";"170184000012020NE800011";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"79";"SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL";"PRESTACAO DE SERVICOS DE TELEFONISTA                                          000013447                                                                     Contratação de pessoa jurídica para a prestação de serviços continuados de telefonistas, CBO 4222, no total de 03 (três) postos.";"1,00000";"1,00000";"1,00000"
"144303650";"152005000012020NE800006";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"78";"LIMPEZA E CONSERVACAO";"DESINSETIZACAO / DESRATIZACAO / DEDETIZACAO                                   000003417                                                                     Contratação de empresa especializada para prestação de serviços de combate,controle, e monitoramento de pragas urbanas englobando: dedetização, desratização, descupinização, em todas as áreas internas e externas, bem como combate às larvas de mosquito nas dependências do Instituto Nacional de Educação de surdos - INES.";"1,00000";"9625,00000";"9625,00000"
"144303662";"152005000012020NE800023";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"25";"TAXA DE ADMINISTRACAO";"ADMINISTRACAO / GERENCIAMENTO-MANUTENCAO VEICULO AUTOMOTIVO                   000025518                                                                     Taxa de administração referente ao faturamento e gerenciamento informatizado para fornecimento de combustíveis e manutenção preventiva e corretiva, mediante implantação e fornecimento de cartão magnético e emissão de relatórios analíticos, oferecendo ampla rede conveniada de postos de combustíveis, concessionárias de todas as marcas e oficinas, em todo o território nacional - Campus Uruçuca.";"1,00000";"20411,68000";"20411,68000"
"144303736";"170180000012020NE800018";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"43";"SERVICOS DE ENERGIA ELETRICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120                                                                     Contratação de serviço de fornecimento de energia elétrica para a Delegacia da Receita Federal do Brasil em Pelotas, para a Inspetoria da Receita Federal do Brasil em Bagé, para a Inspetoria da Receita Federal do Brasil em Jaguarão, por período indeterminado.";"1,00000";"1,00000";"1,00000"
"144304182";"170183000012020NE800014";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"79";"SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL";"PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO                                 000005380                                                                     Contratação de pessoa jurídica para a prestação de serviços continuados de Apoio Administrativo, com dedicação exclusiva de mão de obra.";"1,00000";"1,00000";"1,00000"
"144304242";"170183000012020NE800034";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"05";"SERVICOS TECNICOS PROFISSIONAIS";"INSTALACAO / MONTAGEM / MANUTENCAO - ESTANTE VENTILADA / ISO                  LADOR ANIMAL / CANIL 000020141                                                Mão de obra para limpeza e higienização geral do canil e alimentação dos cães, incluindo somente fornecimento de material de limpeza e higienização (não inclui ração) e banho dos cães, incluindo fornecimento de shampoo veterinário   estimativa de 12 (doze) banhos mensais cujo pagamento ocorrerá pelo número de banhos efetivamente prestados.";"1,00000";"1,00000";"1,00000"
"144403629";"200346000012020NE800028";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"40";"SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNI";"16";"OUTSOURCING DE IMPRESSAO";"LOCACAO EQUIPAMENTOS DE IMPRESSAO                                             000017990                                                                     Contratação de empresa especializada na prestação de serviços continuados de impressão corporativa?outsourcing de impressão?, com fornecimento de equipamentos novos (2 impressoras e multifuncionais de impressão MONOCROMÁTICAS e POLICROMÁTICAS ), de tecnologia de impressão a Laser, ou LED, ou CERA, com todos os insumos necessários originais, inclusive papel A4( estimativa 2.000 impressões), sistema de monitoramento de impressão  com bilhetagem , manutenção preventi";"1,00000";"1500,00000";"1500,00000"
"144403629";"200346000012020NE800028";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"40";"SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNI";"16";"OUTSOURCING DE IMPRESSAO";"LOCACAO EQUIPAMENTOS DE IMPRESSAO                                             000017990                                                                     Contratação de empresa especializada na prestação de serviços continuados de impressão corporativa?outsourcing de impressão?, com fornecimento de equipamentos novos (19 impressoras e multifuncionais de impressão MONOCROMÁTICAS e POLICROMÁTICAS), de tecnologia de impressão a Laser, ou LED, ou CERA, com todos os insumos necessários originais, inclusive papel A4( estimativa 71.022 impressões), sistema de monitoramento de impressão  com bilhetagem , manutenção prevent";"1,00000";"1500,00000";"1500,00000"
"144403629";"200346000012020NE800028";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"40";"SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNI";"16";"OUTSOURCING DE IMPRESSAO";"LOCACAO EQUIPAMENTOS DE IMPRESSAO                                             000017990                                                                     Contratação de empresa especializada na prestação de serviços continuados de impressão corporativa?outsourcing de impressão?, com fornecimento de equipamentos novos (33 impressoras e multifuncionais de impressão MONOCROMÁTICAS e POLICROMÁTICAS), de tecnologia de impressão a Laser, ou LED, ou CERA, com todos os insumos necessários originais, inclusive papel A4 (estimativa de 34.978 impressões), sistema de monitoramento de impressão  com bilhetagem , manutenção prev";"1,00000";"20000,00000";"20000,00000"
"144403654";"152005000012020NE000006";"3";"DESPESAS CORRENTES";"1";"PESSOAL E ENCARGOS SOCIAIS";"91";"APLICACOES DIRETAS - OPER.INTRA-ORCAMENTARIAS";"13";"OBRIGACOES PATRONAIS - OP.INTRA-ORCAMENTARIAS";"02";"CONTRIBUICOES PREVIDENCIARIAS - INSS";"ATENDER DESPESAS COM CONTRIBUIÇÕES PREVIDENCIARIAS AO INSS.";"1,00000";"367900,00000";"367900,00000"
"144403858";"170179000012020NE800010";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"36";"OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA";"15";"LOCACAO DE IMOVEIS";"LOCACAO DE IMOVEL                                                             000004316";"60,00000";"0,01000";"0,60000"
"144403894";"170185000012020NE800032";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"44";"SERVICOS DE AGUA E ESGOTO";"FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO                             000022845                                                                     Prestação dos serviços de fornecimento de água potável e de coleta e tratamento de esgoto sanitário, para a Inspetoria da Receita Federal em Porto Mauá/RS,pelo período de 60 (sessenta) meses, a contar do dia 01/01/2018.";"60,00000";"0,01000";"0,60000"
"144403988";"257035000012020NE800042";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"78";"LIMPEZA E CONSERVACAO";"COLETA / TRATAMENTO LIXO - HOSPITALAR                                         000019380                                                                     Conforme edital.";"84,00000";"4,44000";"372,96000"
"144403988";"257035000012020NE800042";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"78";"LIMPEZA E CONSERVACAO";"COLETA / TRATAMENTO LIXO - HOSPITALAR                                         000019380                                                                     Conforme edital.";"36,00000";"4,37000";"157,32000"
"144403988";"257035000012020NE800042";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"78";"LIMPEZA E CONSERVACAO";"COLETA / TRATAMENTO LIXO - HOSPITALAR                                         000019380                                                                     Conforme edital.";"417,00000";"4,48000";"1868,16000"
"144403988";"257035000012020NE800042";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"78";"LIMPEZA E CONSERVACAO";"COLETA / TRATAMENTO LIXO - HOSPITALAR                                         000019380                                                                     Conforme edital.";"417,00000";"4,48000";"1868,16000"
"144403988";"257035000012020NE800042";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"78";"LIMPEZA E CONSERVACAO";"COLETA / TRATAMENTO LIXO - HOSPITALAR                                         000019380                                                                     Conforme edital.";"25,00000";"4,50000";"112,50000"
"144404248";"250025000012020NE800023";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"35";"SERVICOS DE CONSULTORIA";"01";"ASSESSORIA E CONSULTORIA TECNICA OU JURIDICA";"CONSULTORIA / ASSESSORIA - ENGENHARIA                                         000000809                                                                     Acompanhamento, consultoria e assessoria na fiscalização dos serviços de manutenção preventiva e corretiva de 04(quatro) elevadores marca ATLAS/SCHINDLER, instalados no edifício sede do Núcleo Estadual do Ministério da Saúde em Minas Gerais por um período de 12(doze) meses.";"1,00000";"1250,00000";"1250,00000"
"144404315";"170028000012020NE800041";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"37";"LOCACAO DE MAO-DE-OBRA";"02";"LIMPEZA E CONSERVACAO";"PRESTACAO DE SERVICO DE LIMPEZA E CONSERVACAO - OUTRAS                        NECESSIDADES 000024023                                                        Prestação dos serviços continuados de limpeza, asseio e conservação, com dedicação exclusiva de mão de obra e fornecimento de material (inclusive papel toalha, papel higiênico, sabonete líquido e saco plástico), nas Agências Jurisdicionadas à Delegacia da Receita Federal do Brasil em São Luís/MA, localizadas nas cidades de Bacabal(01 posto), Caxias(01 posto), Codó(01 posto), Chapadinha(01 posto), Pinheiro(01 posto), Santa Inês(01 posto), e na Alfândega do Porto de";"0,14441";"355791,56000";"51379,85918"
"144404447";"170183000012020NE800045";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"43";"SERVICOS DE ENERGIA ELETRICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120                                                                     Contratação direta da empresa AES Sul Distribuidora Gaúcha de Energia S.A. para prestação de serviços tarifados de fornecimento de energia elétrica para o prédio-sede da Delegacia da Receita Federal do Brasil em Santa Maria/RS.";"108,00000";"0,00000";"0,00000"
